Date,Description,Amount,Transaction Type,Category,Account Name
2018-09-04,Netflix,4.76,debit,Movies & DVDs,Platinum Card
2018-01-28,Starbucks,3.95,debit,Coffee Shops,Platinum Card
2018-11-13,QuikTrip,20.64,debit,Home Improvement,Platinum Card
2018-05-15,Credit Card Payment,764.41,credit,Credit Card Payment,Platinum Card
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking
2019-09-12,Phone Company,57.0,debit,Mobile Phone,Checking
2019-08-26,Hardware Store,26.44,debit,Home Improvement,Silver Card
2019-05-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-06-01,Credit Card Payment,400.17,debit,Credit Card Payment,Checking
2018-03-28,Grocery Store,8.99,debit,Groceries,Silver Card
2018-04-09,Gas Company,10.09,debit,Utilities,Checking
2019-09-02,Mortgage Payment,1200.0,debit,Mortgage & Rent,Checking
2018-12-29,Brewing Company,22.45,debit,Restaurants,Silver Card
2018-10-15,Hardware Store,27.93,debit,Home Improvement,Platinum Card
2018-11-17,Phone Company,64.4,debit,Mobile Phone,Checking
2018-02-17,Grocery Store,19.39,debit,Groceries,Silver Card
2018-05-08,Gas Company,30.0,debit,Utilities,Checking
2018-10-15,City Water Charges,65.0,debit,Utilities,Checking
2018-12-11,Shell,34.41,debit,Gas & Fuel,Platinum Card
2019-09-20,Hardware Store,84.52,debit,Home Improvement,Platinum Card
2018-04-28,American Tavern,36.56,debit,Restaurants,Silver Card
2018-01-21,Grocery Store,15.34,debit,Groceries,Silver Card
2018-04-16,Power Company,60.0,debit,Utilities,Checking
2018-02-25,Credit Card Payment,464.01,debit,Credit Card Payment,Checking
2019-04-04,Netflix,13.75,debit,Television,Platinum Card
2018-06-18,Internet Service Provider,75.0,debit,Internet,Checking
2018-08-02,Grocery Store,4.11,debit,Groceries,Platinum Card
2018-05-01,Credit Card Payment,620.22,debit,Credit Card Payment,Checking
2018-07-21,Credit Card Payment,599.46,credit,Credit Card Payment,Platinum Card
2018-04-15,Shell,34.68,debit,Gas & Fuel,Silver Card
2018-11-13,_RARE_,44.26,debit,Fast Food,Platinum Card
2018-11-30,Credit Card Payment,465.26,debit,Credit Card Payment,Checking
2018-09-12,Biweekly Paycheck,2200.6,credit,Paycheck,Checking
2019-02-01,Credit Card Payment,855.58,debit,Credit Card Payment,Checking
2018-03-17,City Water Charges,35.0,debit,Utilities,Checking
2018-02-26,American Tavern,48.8,debit,Restaurants,Silver Card
2019-03-08,Hardware Store,16.14,debit,Home Improvement,Platinum Card
2019-07-12,Thai Restaurant,24.0,debit,Restaurants,Silver Card
2018-08-04,Netflix,11.66,debit,Television,Platinum Card
2019-08-23,Hardware Store,19.96,debit,Home Improvement,Silver Card
2018-06-04,Netflix,2.75,debit,Movies & DVDs,Platinum Card
2018-06-23,Grocery Store,4.43,debit,Groceries,Silver Card
2018-10-17,Credit Card Payment,264.9,credit,Credit Card Payment,Silver Card
2018-04-18,Brunch Restaurant,10.09,debit,Restaurants,Silver Card
2018-09-16,Brewing Company,2.75,debit,Alcohol & Bars,Platinum Card
2018-12-09,Gas Company,30.0,debit,Utilities,Checking
2018-07-02,Credit Card Payment,262.14,debit,Credit Card Payment,Checking
2018-07-06,Grocery Store,7.78,debit,Groceries,Silver Card
2019-01-24,Credit Card Payment,459.49,debit,Credit Card Payment,Checking
2018-11-12,Phone Company,89.34,debit,Mobile Phone,Checking
2018-03-21,Grocery Store,7.09,debit,Groceries,Platinum Card
2018-12-23,_RARE_,39.54,debit,Restaurants,Platinum Card
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-05-26,Pizza Place,64.5,debit,Gas & Fuel,Silver Card
2018-01-06,Starbucks,3.58,debit,Coffee Shops,Silver Card
2018-05-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-04-10,Grocery Store,5.69,debit,Groceries,Silver Card
2019-04-23,_RARE_,16.86,debit,Movies & DVDs,Silver Card
2019-04-13,Pizza Place,8.28,debit,Shopping,Platinum Card
2018-02-03,Credit Card Payment,589.41,credit,Credit Card Payment,Silver Card
2018-04-12,Phone Company,89.87,debit,Mobile Phone,Checking
2018-07-02,Credit Card Payment,11.46,credit,Credit Card Payment,Platinum Card
2019-04-23,Grocery Store,8.65,debit,Groceries,Silver Card
2018-01-12,Grocery Store,20.93,debit,Groceries,Platinum Card
2019-03-03,Credit Card Payment,685.64,debit,Credit Card Payment,Checking
2018-01-28,Grocery Store,11.38,debit,Groceries,Platinum Card
2018-06-25,_RARE_,16.76,debit,Restaurants,Platinum Card
2018-12-20,American Tavern,28.07,debit,Restaurants,Platinum Card
2018-06-12,Phone Company,84.0,debit,Mobile Phone,Checking
2019-02-14,Grocery Store,5.64,debit,Groceries,Silver Card
2019-02-06,Credit Card Payment,474.56,debit,Credit Card Payment,Checking
2019-07-27,Thai Restaurant,16.0,debit,Restaurants,Silver Card
2018-10-25,Credit Card Payment,259.36,credit,Credit Card Payment,Platinum Card
2019-09-08,Credit Card Payment,411.75,credit,Credit Card Payment,Silver Card
2018-10-14,Grocery Store,5.21,debit,Groceries,Platinum Card
2018-12-20,Credit Card Payment,109.92,debit,Credit Card Payment,Checking
2018-07-28,Credit Card Payment,256.46,credit,Credit Card Payment,Silver Card
2018-12-09,Gas Company,30.0,debit,Utilities,Checking
2019-07-29,Pizza Place,34.16,debit,Gas & Fuel,Silver Card
2018-04-12,_RARE_,27.54,debit,Restaurants,Silver Card
2018-06-10,_RARE_,24.57,debit,Restaurants,Platinum Card
2018-09-05,Credit Card Payment,361.69,debit,Credit Card Payment,Checking
2019-03-09,Spotify,10.69,debit,Music,Platinum Card
2019-09-20,Hardware Store,10.09,debit,Home Improvement,Platinum Card
2018-02-10,Gas Company,35.0,debit,Utilities,Checking
2019-04-03,Thai Restaurant,35.44,debit,Restaurants,Platinum Card
2019-01-01,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-06-08,Gas Company,35.0,debit,Utilities,Checking
2019-05-19,QuikTrip,35.64,debit,Gas & Fuel,Platinum Card
2019-03-03,Starbucks,7.0,debit,Coffee Shops,Silver Card
2018-04-19,Amazon,22.33,debit,Shopping,Platinum Card
2018-11-26,Credit Card Payment,584.13,debit,Credit Card Payment,Checking
2019-09-13,American Tavern,23.26,debit,Restaurants,Platinum Card
2019-06-30,Grocery Store,28.62,debit,Groceries,Silver Card
2018-06-09,Amazon,13.99,debit,Shopping,Platinum Card
2018-07-21,Grocery Store,46.31,debit,Groceries,Silver Card
2019-07-31,Credit Card Payment,254.3,debit,Credit Card Payment,Checking
2018-06-16,Barbershop,30.0,debit,Haircut,Platinum Card
2018-12-23,Grocery Store,26.93,debit,Groceries,Silver Card
2019-07-30,Credit Card Payment,185.07,credit,Credit Card Payment,Silver Card
2018-07-29,Amazon,58.43,debit,Shopping,Platinum Card
2018-05-27,Hardware Store,86.84,debit,Home Improvement,Silver Card
2019-07-27,Starbucks,13.0,debit,Coffee Shops,Platinum Card
2018-04-30,Credit Card Payment,184.11,debit,Credit Card Payment,Checking
2018-05-20,Brewing Company,39.0,debit,Alcohol & Bars,Silver Card
2018-11-07,Shell,32.33,debit,Gas & Fuel,Platinum Card
2018-02-10,Barbershop,2.75,debit,Haircut,Platinum Card
2018-03-28,_RARE_,14.71,debit,Fast Food,Platinum Card
2019-02-02,Mortgage Payment,1240.0,debit,Mortgage & Rent,Checking
2018-07-09,Barbershop,30.0,debit,Utilities,Checking
2018-08-02,Mortgage Payment,1247.09,debit,Mortgage & Rent,Checking
2018-01-18,Credit Card Payment,243.63,debit,Credit Card Payment,Checking
2018-07-25,Internet Service Provider,74.09,debit,Internet,Checking
2018-12-17,City Water Charges,34.0,debit,Utilities,Checking
2018-11-15,Hardware Store,88.03,debit,Home Improvement,Silver Card
2018-02-27,Grocery Store,32.58,debit,Groceries,Platinum Card
2018-07-19,Brewing Company,8.0,debit,Alcohol & Bars,Silver Card
2018-10-23,Hardware Store,44.98,debit,Home Improvement,Silver Card
2019-09-15,Power Company,60.0,debit,Utilities,Checking
2018-10-03,Credit Card Payment,245.96,credit,Credit Card Payment,Platinum Card
2018-12-26,Starbucks,3.5,debit,Coffee Shops,Platinum Card
2018-02-26,Credit Card Payment,967.61,credit,Credit Card Payment,Silver Card
2019-01-06,Gas Company,1000.0,debit,Utilities,Checking
2018-09-25,Grocery Store,14.99,debit,Groceries,Platinum Card
2018-12-01,Hardware Store,19.43,debit,Home Improvement,Platinum Card
2018-05-09,Grocery Store,15.95,debit,Groceries,Platinum Card
2018-08-14,Amazon,69.41,debit,Shopping,Platinum Card
2018-11-25,Internet Service Provider,75.0,debit,Internet,Checking
2018-09-30,American Tavern,20.64,debit,Restaurants,Platinum Card
2018-06-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-13,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-30,Brewing Company,23.0,debit,Alcohol & Bars,Silver Card
2018-07-09,Gas Company,30.0,debit,Utilities,Checking
2018-02-18,Power Company,60.0,debit,Utilities,Checking
2018-07-10,_RARE_,29.36,debit,Restaurants,Silver Card
2019-08-03,Brewing Company,58.0,debit,Alcohol & Bars,Platinum Card
2018-11-21,Pizza Place,39.62,debit,Fast Food,Silver Card
2018-02-04,Netflix,13.0,debit,Movies & DVDs,Silver Card
2018-03-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-08,Credit Card Payment,894.97,debit,Credit Card Payment,Checking
2019-07-01,Amazon,13.99,debit,Shopping,Platinum Card
2019-09-22,American Tavern,4.76,debit,Restaurants,Silver Card
2018-12-28,Amazon,29.06,debit,Shopping,Platinum Card
2018-04-01,Amazon,13.13,debit,Shopping,Platinum Card
2019-09-23,Shell,28.43,debit,Gas & Fuel,Platinum Card
2018-01-20,Amazon,13.42,debit,Shopping,Platinum Card
2018-12-21,Credit Card Payment,698.81,credit,Credit Card Payment,Platinum Card
2018-10-12,Grocery Store,41.19,debit,Groceries,Silver Card
2018-11-01,Credit Card Payment,709.8,debit,Credit Card Payment,Checking
2018-04-09,Gas Company,30.0,debit,Utilities,Checking
2018-08-15,Thai Restaurant,75.0,debit,Restaurants,Silver Card
2019-09-23,Grocery Store,23.9,debit,Restaurants,Silver Card
2019-02-18,Credit Card Payment,65.08,debit,Credit Card Payment,Silver Card
2019-01-12,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2018-12-18,Hardware Store,60.0,debit,Home Improvement,Silver Card
2019-03-18,Credit Card Payment,4.42,debit,Credit Card Payment,Checking
2019-09-21,Credit Card Payment,109.81,debit,Credit Card Payment,Checking
2018-08-22,Credit Card Payment,109.47,credit,Credit Card Payment,Platinum Card
2018-07-13,Shell,38.33,debit,Gas & Fuel,Platinum Card
2019-08-08,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-05-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-03-30,Credit Card Payment,456.39,credit,Credit Card Payment,Silver Card
2018-02-16,City Water Charges,38.0,debit,Utilities,Checking
2019-06-19,Power Company,60.0,debit,Utilities,Checking
2019-01-19,Barbershop,30.0,debit,Haircut,Platinum Card
2018-08-17,Grocery Store,5.65,debit,Groceries,Platinum Card
2018-05-01,Greek Restaurant,5.0,debit,Groceries,Silver Card
2019-05-20,American Tavern,13.2,debit,Restaurants,Platinum Card
2018-04-20,Credit Card Payment,495.69,credit,Credit Card Payment,Platinum Card
2018-06-11,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-06-06,Grocery Store,7.61,debit,Groceries,Silver Card
2019-03-13,Credit Card Payment,336.75,credit,Credit Card Payment,Silver Card
2019-04-08,Credit Card Payment,359.31,debit,Credit Card Payment,Checking
2019-03-01,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-04-09,Credit Card Payment,289.95,credit,Credit Card Payment,Silver Card
2018-10-09,Grocery Store,11.88,debit,Groceries,Platinum Card
2019-08-27,City Water Charges,35.0,debit,Utilities,Checking
2018-06-01,Grocery Store,26.12,debit,Groceries,Silver Card
2018-04-20,Credit Card Payment,267.54,credit,Credit Card Payment,Platinum Card
2019-08-18,Starbucks,3.0,debit,Coffee Shops,Silver Card
2018-12-26,Grocery Store,10.79,debit,Groceries,Silver Card
2018-12-03,Amazon,18.34,debit,Shopping,Platinum Card
2018-08-15,American Tavern,10.2,debit,Restaurants,Platinum Card
2018-05-13,Credit Card Payment,462.47,credit,Credit Card Payment,Platinum Card
2018-11-23,Credit Card Payment,87.13,debit,Credit Card Payment,Checking
2019-05-21,Hardware Store,4.32,debit,Home Improvement,Silver Card
2018-02-11,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-04,Netflix,43.99,debit,Shopping,Platinum Card
2018-07-25,Internet Service Provider,75.0,debit,Internet,Checking
2018-07-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-04,Netflix,75.0,debit,Internet,Checking
2019-01-21,Grocery Store,24.72,debit,Groceries,Silver Card
2018-09-28,_RARE_,24.96,debit,Restaurants,Platinum Card
2019-05-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-07-01,Grocery Store,24.79,debit,Groceries,Platinum Card
2019-03-01,Grocery Store,18.13,debit,Groceries,Silver Card
2018-06-06,Amazon,11.29,debit,Shopping,Platinum Card
2019-06-04,BP,13.9,debit,Restaurants,Silver Card
2018-03-22,Credit Card Payment,214.94,debit,Credit Card Payment,Checking
2019-04-15,City Water Charges,33.0,debit,Utilities,Checking
2018-07-26,Credit Card Payment,968.93,debit,Credit Card Payment,Checking
2018-04-17,Grocery Store,36.97,debit,Groceries,Silver Card
2018-02-08,Brewing Company,13.18,debit,Alcohol & Bars,Silver Card
2018-05-09,Spotify,10.69,debit,Music,Platinum Card
2019-05-12,Phone Company,65.0,debit,Mobile Phone,Checking
2019-07-27,Greek Restaurant,27.51,debit,Restaurants,Silver Card
2018-04-02,Grocery Store,10.48,debit,Groceries,Silver Card
2019-04-20,Internet Service Provider,75.0,debit,Internet,Checking
2018-12-16,Credit Card Payment,491.99,credit,Credit Card Payment,Platinum Card
2018-06-04,Biweekly Paycheck,2050.0,credit,Paycheck,Checking
2018-02-09,Grocery Store,21.62,debit,Groceries,Platinum Card
2018-09-19,Credit Card Payment,918.17,debit,Credit Card Payment,Checking
2018-03-19,Credit Card Payment,264.88,debit,Credit Card Payment,Platinum Card
2018-04-13,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-06-10,Power Company,60.0,debit,Utilities,Checking
2018-11-23,Internet Service Provider,74.99,debit,Internet,Checking
2018-01-14,Amazon,83.96,debit,Shopping,Platinum Card
2019-01-09,BP,36.86,debit,Gas & Fuel,Platinum Card
2018-05-02,Amazon,16.03,debit,Shopping,Platinum Card
2018-06-18,Grocery Store,14.13,debit,Groceries,Platinum Card
2018-11-26,Credit Card Payment,951.11,debit,Credit Card Payment,Checking
2019-06-14,Credit Card Payment,387.56,credit,Credit Card Payment,Platinum Card
2018-05-09,Spotify,10.69,debit,Music,Platinum Card
2019-04-16,American Tavern,12.79,debit,Restaurants,Platinum Card
2018-04-13,BP,33.02,debit,Gas & Fuel,Silver Card
2018-05-08,Credit Card Payment,297.18,credit,Credit Card Payment,Silver Card
2018-04-10,Starbucks,7.0,debit,Coffee Shops,Platinum Card
2018-03-25,Hardware Store,60.64,debit,Home Improvement,Silver Card
2018-01-06,Credit Card Payment,603.14,credit,Credit Card Payment,Platinum Card
2018-02-28,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-03-09,Spotify,10.69,debit,Music,Platinum Card
2019-09-23,_RARE_,12.46,debit,Restaurants,Silver Card
2018-08-06,Brunch Restaurant,27.0,debit,Restaurants,Silver Card
2019-07-16,City Water Charges,35.0,debit,Utilities,Checking
2019-08-01,Amazon,13.22,debit,Shopping,Platinum Card
2019-08-11,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card
2018-03-12,Phone Company,81.43,debit,Mobile Phone,Checking
2019-08-11,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-28,Starbucks,4.35,debit,Coffee Shops,Platinum Card
2018-02-01,Credit Card Payment,297.15,debit,Credit Card Payment,Checking
2019-08-04,Mortgage Payment,1275.34,debit,Mortgage & Rent,Checking
2019-01-03,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-05-16,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-08-29,BP,36.34,debit,Gas & Fuel,Platinum Card
2019-07-11,Credit Card Payment,214.31,debit,Credit Card Payment,Checking
2018-06-09,Grocery Store,16.76,debit,Groceries,Silver Card
2018-01-15,Starbucks,2.75,debit,Coffee Shops,Silver Card
2018-10-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-05-10,Shell,30.64,debit,Gas & Fuel,Platinum Card
2018-09-24,Grocery Store,7.76,debit,Groceries,Silver Card
2018-10-10,_RARE_,30.04,debit,Gas & Fuel,Silver Card
2018-03-29,Grocery Store,9.75,debit,Groceries,Platinum Card
2019-08-15,Grocery Store,7.17,debit,Groceries,Platinum Card
2018-09-05,Brunch Restaurant,3.82,debit,Restaurants,Platinum Card
2018-04-26,American Tavern,19.67,debit,Restaurants,Platinum Card
2019-02-12,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-09-11,Starbucks,3.61,debit,Coffee Shops,Silver Card
2018-09-29,BP,23.02,debit,Gas & Fuel,Platinum Card
2018-04-01,Amazon,20.69,debit,Shopping,Platinum Card
2018-04-25,Internet Service Provider,29.96,debit,Movies & DVDs,Silver Card
2019-03-17,Power Company,60.0,debit,Utilities,Checking
2018-10-17,Grocery Store,11.66,debit,Groceries,Platinum Card
2019-08-30,Power Company,60.0,debit,Utilities,Checking
2019-08-06,_RARE_,14.66,debit,Restaurants,Platinum Card
2019-05-24,Credit Card Payment,133.93,credit,Credit Card Payment,Silver Card
2019-07-15,Credit Card Payment,269.08,debit,Credit Card Payment,Checking
2018-06-13,Brewing Company,45.09,debit,Music,Silver Card
2018-03-08,Amazon,17.95,debit,Shopping,Platinum Card
2018-05-05,City Water Charges,35.0,debit,Utilities,Checking
2019-08-08,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-05-04,BP,35.37,debit,Gas & Fuel,Platinum Card
2019-07-30,_RARE_,35.34,debit,Restaurants,Silver Card
2018-09-02,Credit Card Payment,265.04,credit,Credit Card Payment,Platinum Card
2018-12-09,Phone Company,38.0,debit,Mobile Phone,Checking
2018-09-26,Brunch Restaurant,4.51,debit,Restaurants,Platinum Card
2019-09-08,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-04-14,Shell,36.28,debit,Gas & Fuel,Platinum Card
2018-10-08,Power Company,60.0,debit,Utilities,Checking
2018-11-18,Biweekly Paycheck,2008.0,credit,Paycheck,Checking
2019-05-03,Pizza Place,6.51,debit,Fast Food,Platinum Card
2018-04-12,Grocery Store,92.14,debit,Groceries,Silver Card
2018-04-18,Credit Card Payment,453.8,credit,Credit Card Payment,Platinum Card
2018-02-03,Grocery Store,208.15,debit,Groceries,Silver Card
2018-10-14,Credit Card Payment,359.18,credit,Credit Card Payment,Platinum Card
2019-08-26,Amazon,36.55,debit,Shopping,Platinum Card
2019-04-09,Spotify,10.69,debit,Music,Platinum Card
2019-03-31,Credit Card Payment,1635.39,debit,Credit Card Payment,Checking
2018-08-01,Amazon,22.33,debit,Shopping,Platinum Card
2019-04-17,City Water Charges,35.0,debit,Utilities,Checking
2018-05-24,_RARE_,29.51,debit,Movies & DVDs,Silver Card
2018-10-15,Starbucks,2.75,debit,Coffee Shops,Silver Card
2018-12-14,Power Company,60.0,debit,Utilities,Checking
2018-10-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-02-15,Credit Card Payment,295.37,credit,Credit Card Payment,Silver Card
2019-09-23,Amazon,27.13,debit,Shopping,Platinum Card
2018-04-08,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-07-08,Grocery Store,33.59,debit,Groceries,Platinum Card
2019-09-20,Internet Service Provider,75.0,debit,Internet,Checking
2018-11-14,Credit Card Payment,121.86,credit,Credit Card Payment,Silver Card
2018-06-26,Internet Service Provider,74.27,debit,Internet,Checking
2019-09-11,Movie Theater,7.0,debit,Paycheck,Checking
2019-09-23,American Tavern,16.88,debit,Restaurants,Silver Card
2018-06-26,Internet Service Provider,75.0,debit,Internet,Checking
2018-04-23,Credit Card Payment,364.57,credit,Credit Card Payment,Silver Card
2018-11-28,Movie Theater,8.38,debit,Fast Food,Platinum Card
2018-10-03,Power Company,60.0,debit,Utilities,Checking
2019-02-26,Brewing Company,40.0,debit,Alcohol & Bars,Silver Card
2018-09-18,Amazon,46.51,debit,Shopping,Platinum Card
2018-10-06,_RARE_,23.0,debit,Restaurants,Silver Card
2019-06-09,Spotify,10.69,debit,Music,Platinum Card
2018-09-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
